Entry,RbCtlR1,RbCtlR2,RbCtlR3,RbTrtR1,RbTrtR2,RbTrtR3,RnaCtlR1,RnaCtlR2,RnaCtlR3,RnaCtlR4,RnaTrtR1,RnaTrtR2,RnaTrtR3,RnaTrtR4 
Tomt,0,0,0,0,0,0,100,98,108,86,67,86,91,93
Clcn4,752,1041,1039,796,962,840,5916,6136,5413,5728,5845,6488,5459,5748
Fam104a,24,22,30,29,30,33,405,439,411,473,451,554,400,442
Nck1,114,190,162,147,136,120,416,444,377,403,427,502,389,445
Baz1b,513,665,687,455,515,486,2406,2402,1783,1868,2326,2636,1834,2093
Prg2,1,3,2,2,4,0,0,1,0,2,0,0,0,0
Gm13304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccng1,99,119,142,99,111,112,1904,2076,2246,2326,2244,2474,2205,2204
Rab6b,2193,3133,3131,2419,2679,2486,15923,15756,15181,17113,18182,20531,17199,17763
Iqcj,0,0,1,0,0,0,14,15,10,5,12,10,1,11
St8sia3,694,897,936,758,815,801,4350,4339,4069,4797,4698,5258,4282,4605
Il1b,3,1,1,1,1,2,5,3,7,9,7,6,5,5
Jak2,104,124,119,101,86,93,1128,1116,1013,1021,1119,1265,922,1138
Vax1,7,21,24,4,10,8,29,34,29,34,33,33,30,38
Vav2,19,43,24,19,20,19,296,272,240,260,250,309,244,260
Rab9,122,138,149,157,144,133,534,552,542,601,569,653,519,574
Chp1,255,370,352,332,351,319,2550,2585,2491,2843,2577,2856,2439,2534
Tspan3,1215,1455,1455,1206,1383,1188,6550,6949,6415,6746,6451,7788,6092,6694
Olfr373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nup133,300,377,420,261,305,261,743,699,617,601,654,718,590,678
Spire2,44,55,56,46,50,44,256,248,194,248,253,316,185,251
Olfr1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr830,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Olfr837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr872,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Olfr868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr866,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Olfr869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1361,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Olfr1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rap1gap,1115,1541,1570,1175,1383,1195,2882,2478,2573,2827,3245,3577,2896,3215
Rita1,29,37,29,31,27,22,240,232,236,302,264,291,229,264
Gstk1,51,75,54,42,44,54,90,86,90,109,94,83,94,85
Wdr6,1972,2613,2724,1309,1326,1370,3116,2895,2496,2413,2285,2617,2270,2331
Pstpip2,21,34,33,9,21,20,131,128,120,144,160,147,145,147
Catsperb,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Exoc4,415,611,596,453,489,428,2329,2452,1975,2045,2086,2360,1756,1993
Raph1,320,421,442,249,294,251,1892,2045,1550,1482,1817,2044,1718,1749
Kncn,0,0,0,0,0,0,0,3,1,1,2,1,1,0
Arhgap32,1807,2364,2330,1427,1558,1459,14091,13982,12516,13808,12581,14461,11231,12557
Defb25,0,0,0,0,1,0,0,2,0,0,0,0,1,0
Mboat2,269,309,331,255,289,233,1402,1561,1498,1499,1500,1723,1389,1464
Ndor1,54,79,55,51,66,56,282,260,264,257,318,365,279,339
Ccdc126,33,45,53,29,36,45,206,244,227,266,201,247,236,213
Tyw5,43,63,56,42,46,61,197,198,185,202,213,226,159,188
Pepd,169,225,237,178,201,202,452,430,379,362,415,442,371,377
Rhox5,1,0,1,1,0,0,0,0,0,1,0,0,2,0
Plau,31,56,33,45,27,31,96,106,95,84,85,102,96,93
Csnk2a2,227,279,298,246,304,227,394,356,339,415,403,497,444,411
Ldha,1151,1424,1507,1045,1141,1099,4331,3987,3470,3893,4123,4611,3480,4134
Bbx,80,101,133,79,108,84,1087,996,801,935,929,1076,974,933
Hmgb1,17,11,27,20,12,19,1449,1462,1190,1285,1158,1390,1177,1142
Camk2d,904,1142,1209,675,766,770,3206,3395,3122,3185,2633,3002,3035,2710
Psip1,1040,1387,1395,1003,1129,1031,4029,4410,3478,3353,3707,4321,3423,3772
Crybb2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Fam155a,71,89,96,68,65,76,2121,2260,2092,2387,2025,2325,1993,1948
Cdkn2c,4,4,9,5,7,2,60,68,65,63,57,65,60,63
Fancd2,20,21,25,12,17,14,88,105,103,112,88,99,71,72
Dnajb3,10,17,18,11,11,14,29,24,26,25,33,25,21,23
Alppl2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alg12,49,38,45,33,28,40,173,159,176,200,176,195,150,187
Tbc1d22a,105,126,125,103,103,103,566,557,537,665,598,726,501,606
Cd27,0,1,1,0,0,1,0,1,6,1,4,2,1,4
Shroom1,18,31,29,18,24,22,95,94,97,104,99,115,64,88
Olfr20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnisr,267,339,368,170,206,205,1378,1440,1030,1035,1566,1852,977,1547
Olfr267,0,0,0,0,0,0,1,0,0,1,2,0,0,4
Olfr1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1377,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Olfr1378,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Olfr51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirb,2,3,2,1,0,2,6,7,5,5,5,8,0,6
Ggt7,618,883,900,691,725,660,1682,1602,1698,1757,1676,1900,1553,1646
Olfr1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp3,43,56,43,38,37,43,291,246,239,256,225,273,184,230
Igfbp1,0,0,0,0,0,0,4,0,0,0,1,1,0,0
Tsx,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Hk3,9,12,16,10,11,12,24,27,24,21,19,44,13,25
Kif1b,3684,5008,4862,3227,3457,3291,24290,24022,20450,20941,23785,26802,23080,23137
Trex1,18,20,15,13,25,18,0,0,0,0,0,0,0,0
Plscr1,3,10,5,4,5,6,18,15,21,9,24,25,14,13
Trp53,86,94,69,78,96,85,175,160,172,178,215,240,124,195
Atp11a,57,108,95,78,104,86,1158,1192,1015,1169,1342,1546,1018,1345
Zfp13,15,30,24,29,25,22,333,307,328,388,354,325,265,297
Ammecr1,10,12,11,4,4,5,138,141,112,99,116,153,94,128
Trap1a,0,1,3,1,2,3,0,0,0,0,0,1,0,1
Snx33,36,48,34,22,33,28,227,225,216,301,220,279,232,239
Fcgr2b,25,23,23,20,18,17,31,43,36,45,53,50,38,44
Nras,85,113,132,107,118,85,2145,2216,2182,2324,2391,2652,2057,2263
Nr1i2,1,0,0,1,1,0,1,0,0,1,0,1,0,2
Npy6r,0,0,0,0,0,0,0,1,0,0,2,0,0,3
Orm3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kcnab2,1004,1290,1324,1034,1147,1103,5072,4564,4820,5734,5071,5541,4741,5062
Zscan25,49,70,77,58,42,46,189,204,163,170,203,212,188,207
Senp8,19,25,15,15,22,16,212,223,205,192,206,255,203,198
Ccm2,66,80,84,51,69,72,596,521,555,817,717,803,645,682
Cpeb1,66,111,102,87,86,96,439,488,424,499,598,662,472,631
Pcmt1,724,990,975,824,874,819,3294,3528,3080,3293,3241,3631,3313,3243
Igbp1,127,199,186,150,175,144,413,433,427,533,422,493,391,415
Serp2,190,227,242,140,162,168,1036,1034,1006,1225,1111,1174,961,998
Arfgef1,653,819,853,585,635,573,3634,3666,2976,2970,3318,3736,3399,3203
Zfp185,4,4,4,1,6,2,23,16,13,12,5,14,9,18
Vmn2r27,0,0,0,0,0,0,2,1,3,1,3,0,0,0
Rhobtb3,113,148,148,73,94,73,1222,1382,1150,1101,1012,1275,933,1068
Ccdc18,4,8,11,5,13,3,43,48,43,36,47,51,43,42
Bmper,97,106,113,87,85,94,272,295,220,255,256,274,250,255
Rnaseh2b,42,66,70,72,68,54,164,168,146,183,205,198,153,205
Ces1d,1,1,1,0,0,0,1,1,0,2,2,1,0,0
1110059E24Rik,82,78,77,60,55,66,407,480,387,430,381,431,341,352
Batf3,1,1,0,0,0,1,7,9,10,4,10,5,3,4
Cst11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pom121,221,255,263,140,215,202,511,503,447,477,750,763,564,686
Rbm5,522,709,748,646,674,695,2170,2107,1686,1604,2247,2388,1517,2092
Atp1a1,10145,13264,13672,9538,10654,10137,23955,22170,20452,22684,21446,23866,20105,21507
Stn1,56,74,89,65,59,76,208,245,198,221,188,216,160,195
Ccdc169,0,0,0,0,0,0,6,6,7,1,4,9,5,2
Vmn2r21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr36,231,307,322,216,216,216,761,805,709,726,709,837,635,735
Zcchc2,85,111,124,84,86,82,651,685,497,615,742,764,551,716
Serac1,61,99,90,51,71,64,525,485,486,476,593,648,414,566
Smarcb1,526,773,799,584,693,585,951,848,746,1025,879,1020,766,834
Serpinb12,0,0,0,0,1,0,0,0,3,0,1,0,0,0
Aip,293,416,425,277,302,292,796,702,687,818,740,791,642,729
Ifitm7,1,2,0,0,1,2,2,1,1,3,4,2,0,0
Etd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D6Wsu163e,231,317,310,267,266,264,818,899,747,782,742,874,683,788
Rtcb,607,837,872,638,683,643,2184,2027,1669,1747,1797,1957,1466,1779
Mlec,125,173,164,138,115,145,2746,2756,2574,2737,2997,3349,2496,3033
Rbm15b,60,116,102,74,98,95,997,959,886,916,982,1039,843,1035
Cdk5rap2,37,50,52,32,34,27,431,410,344,352,441,470,310,412
Exosc4,113,167,181,132,157,155,369,356,345,400,320,404,381,317
Mrps27,154,184,214,169,178,182,290,300,270,307,309,376,286,349
Miga2,122,166,166,125,109,137,1335,1272,1329,1369,1398,1556,1181,1485
Akap6,1589,2374,2396,1589,1740,1763,11258,11217,9386,9869,10818,12131,9372,10548
Uncx,1,5,3,2,2,2,1,3,5,4,3,6,0,4
Ramp3,76,87,115,85,116,67,231,209,193,200,229,276,169,216
Trpc3,76,96,77,73,81,62,401,431,390,437,461,534,397,441
Spi1,22,30,31,17,34,26,33,41,35,38,35,38,39,28
Serf2,8,10,9,5,5,4,606,590,574,726,670,754,598,648
Sema7a,826,1092,1156,1044,1219,1028,1768,1646,1541,1465,1975,2069,1609,1832
Bmp4,23,24,29,12,12,18,139,120,83,118,105,110,68,89
Mif,42,48,65,45,64,51,1400,1254,1300,1721,1409,1538,937,1396
Nat14,180,194,245,158,178,164,893,783,800,896,811,884,669,898
Grik2,289,318,363,257,260,251,2240,2322,2114,2138,2318,2611,1890,2271
Prnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp73,4,1,5,2,2,1,14,9,14,10,11,13,4,9
Picalm,841,1056,1083,840,807,789,3917,4373,3638,3638,3803,4372,3521,3672
Dmxl1,284,418,453,296,367,259,2987,3382,2665,2752,3047,3550,2693,2936
Irf7,5,7,4,7,5,4,33,32,28,26,36,33,22,44
Zfp119b,5,1,5,7,4,1,57,100,59,76,69,84,71,50
Dnah7c,3,0,2,2,2,2,68,77,52,53,58,65,71,52
Myl10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dusp13,1,0,2,0,0,0,3,1,2,6,11,8,4,8
Uqcc1,167,195,239,161,205,174,860,856,812,883,869,949,754,791
Yjefn3,55,56,81,52,51,63,125,109,124,133,97,131,92,119
Gemin6,9,11,18,17,6,12,85,67,71,64,58,83,59,73
Hspb11,40,70,49,45,64,55,128,116,106,97,107,105,91,93
Grap2,0,5,3,0,0,0,7,8,8,12,10,15,8,15
Cplx4,0,0,0,0,0,0,1,0,2,0,2,0,1,0
Tex22,0,0,0,0,0,0,3,6,4,13,2,1,3,4
Eif2ak3,106,120,184,120,128,117,726,673,626,687,725,803,693,686
Tbc1d15,168,223,217,199,218,206,462,486,392,379,473,517,599,462
Fam234b,644,794,878,582,638,555,2828,2756,2928,3656,3063,3380,3532,3133
Arhgef7,496,681,677,451,473,445,2254,2139,1935,2186,2594,3020,2224,2515
Qrfprl,5,10,5,9,3,5,26,32,26,20,26,24,24,19
Zbtb21,75,101,91,71,68,67,572,627,537,619,656,700,486,637
Shroom4,15,17,24,11,13,23,152,164,128,117,192,207,83,186
G3bp2,1462,1885,1986,1327,1377,1309,6561,7116,5561,5219,5864,6763,5517,5728
Gm5415,0,0,0,0,0,0,13,14,15,5,17,15,6,12
Tdpoz8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Odaph,0,1,0,0,0,0,2,2,0,1,0,1,2,0
Gm10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk38l,15,15,14,25,22,14,473,481,389,375,547,634,501,522
Cenpo,5,4,3,4,6,6,58,38,47,45,47,47,37,51
Slain1,281,326,386,261,250,220,955,1043,994,1034,1053,1260,923,1046
Cma2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tdrp,34,53,65,37,51,45,332,333,304,356,383,423,277,386
Krtap26-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cth,22,30,28,27,27,36,67,81,69,73,73,103,71,90
Slc25a41,0,0,0,1,0,1,2,0,0,1,2,0,1,4
Epop,60,92,77,48,63,70,627,733,722,976,972,1161,814,987
Nt5dc3,415,580,659,417,467,452,2324,2408,2041,2148,2012,2274,1897,1986
9530003J23Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gnb4,277,336,369,291,322,324,1853,1823,1574,1706,1703,1827,1527,1671
Gnb3,7,11,10,11,15,17,3,0,3,1,0,1,0,1
Kcnip3,458,617,689,537,555,518,1903,1806,1786,2120,2216,2443,1732,2191
Snap91,2679,3302,3499,2593,2806,2722,8685,9036,7400,8234,8944,10134,8166,8736
Kdm5c,312,411,432,283,324,300,2147,2047,1756,1924,2060,2315,1648,1990
Tecta,5,7,4,1,3,3,5,8,12,11,12,7,8,3
Dnaaf4,8,8,9,2,5,4,42,39,27,33,33,22,21,24
1500009L16Rik,5,11,5,9,9,5,246,274,259,306,251,297,214,225
Rfpl4,0,0,0,1,0,0,0,1,0,0,1,0,0,2
Vwa5b2,54,87,88,62,88,79,334,327,321,340,512,511,310,498
Was,12,8,14,6,5,11,17,20,20,23,21,15,20,16
Nrsn1,62,77,79,62,91,65,4271,4350,4513,4559,5291,6311,5510,5380
2310079G19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc78,1,0,1,0,0,0,19,19,20,15,28,25,21,19
Ifi47,1,7,6,1,8,2,21,26,17,10,15,19,4,10
Myo10,224,248,322,189,189,192,700,676,534,537,807,901,582,775
Ggt1,4,13,8,9,11,6,28,19,12,18,22,40,13,27
Cct5,1242,1476,1707,1111,1268,1120,2889,2749,2438,2841,2764,3135,2213,2748
Hhex,8,14,5,10,6,9,16,16,20,14,29,33,11,26
Pdk1,143,186,204,144,147,161,1834,2075,1705,1692,1638,1940,1544,1764
Lhfpl3,95,122,98,81,86,76,903,986,971,1022,850,908,751,811
Ripk1,26,38,42,21,24,18,163,158,123,134,158,175,116,178
Tnni2,1,0,0,0,0,0,4,1,8,3,2,5,7,7
Gm6570,0,0,0,1,0,0,0,0,0,0,2,4,0,1
Gsc,0,0,0,0,1,0,0,1,0,2,0,0,0,1
Il18bp,0,1,3,0,2,0,37,49,31,41,53,53,23,51
Tle3,153,210,246,113,138,130,924,827,728,854,868,970,615,909
Spic,0,0,0,1,0,0,0,0,2,1,1,0,0,0
Ccr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubgcp6,105,116,110,95,95,65,569,498,487,440,526,602,431,542
Reg4,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Pcnx4,125,183,182,134,151,142,865,909,917,854,983,1169,928,1013
Tmem179b,12,24,19,19,24,12,64,89,89,83,83,106,45,83
Tob2,90,100,107,99,98,103,459,458,456,477,627,723,436,657
Xpo4,59,70,66,63,51,48,602,635,562,482,569,644,596,575
Lipt2,13,14,16,10,13,9,82,76,79,93,85,73,52,77
Arhgap28,7,6,11,9,4,4,26,31,30,31,22,24,28,33
Stim1,254,323,353,252,328,239,1599,1590,1486,1434,1488,1696,1550,1459
Elmo2,713,858,977,779,809,762,2796,2862,2581,2966,2882,3370,2485,2905
C8a,0,1,1,1,0,0,0,0,2,2,1,0,0,3
Vwa7,1,4,7,1,0,3,2,8,6,10,18,13,10,15
Oas2,2,1,1,2,1,0,8,7,4,2,9,8,5,2
Med13l,232,307,275,175,174,139,2492,2448,2245,2543,2807,3130,2396,2722
Hcfc1,694,865,980,560,636,609,2857,2648,2325,2724,2678,3055,2005,2646
Inhbe,0,2,0,0,1,2,5,5,8,3,2,6,3,3
Fosl2,90,103,125,157,180,175,678,663,632,895,1290,1491,777,1301
Fosb,22,21,22,90,109,73,59,69,52,69,253,287,107,203
Phkg1,83,116,69,78,92,82,194,195,224,212,216,266,201,227
Phf2,133,192,160,120,124,155,745,724,689,764,883,967,617,835
Prmt9,172,171,191,164,184,155,448,440,363,379,486,508,367,463
Sv2b,2235,2759,2954,2378,2541,2363,15597,15659,14267,15578,16218,18388,15629,15820
Tmem132a,1960,2553,2560,1611,1875,1747,6347,5681,5849,6554,5521,6046,4932,5515
Nol12,40,56,60,44,43,45,173,117,135,167,188,221,127,203
Irak3,3,7,3,3,2,7,12,16,11,10,9,14,4,17
Bbox1,5,9,13,9,4,7,17,20,17,12,16,16,19,15
Aste1,12,19,22,19,14,14,124,119,87,115,129,151,91,140
Emx2,26,30,33,17,35,21,95,118,119,153,139,187,108,146
Hnrnph1,1307,1565,1605,1107,1247,1146,2252,2350,1889,1808,2072,2324,1665,2059
Ttc38,39,26,37,28,37,29,167,158,146,176,193,166,190,155
Cryba1,1,4,2,0,0,1,10,6,3,5,6,7,1,5
Csn1s2a,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Med28,102,136,160,110,137,140,918,1052,894,977,1022,1225,913,1043
Cyp2j13,2,0,2,0,0,1,5,0,0,1,5,3,1,0
Anapc7,225,304,268,192,208,178,411,425,333,402,408,510,438,419
Nudt5,98,122,135,111,109,113,205,233,178,214,212,244,175,183
Gsdma2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dbnl,434,631,684,391,493,428,871,836,757,854,906,997,766,922
Csrp3,0,0,1,1,0,0,1,0,0,0,0,0,0,0
H2-Q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm1070,0,0,0,0,0,0,4,3,3,3,1,2,2,2
Zdhhc2,60,65,79,76,74,66,2262,2385,2160,2122,2385,2846,2186,2369
Gm536,0,2,0,0,0,0,1,2,5,1,2,5,0,5
Kars,376,506,501,354,432,415,1131,1004,1040,1232,1116,1204,945,1045
Kifc3,113,162,163,85,110,116,778,777,728,726,699,803,628,743
Dmrtc1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm973,19,29,31,20,32,32,96,113,87,123,102,122,79,111
Zfp654,93,102,114,71,102,81,912,997,877,746,939,1109,1000,867
Znrf1,83,111,100,92,108,109,2222,2209,2326,2841,2824,3174,2175,2783
Sirt3,123,138,135,98,105,102,1035,949,948,1043,973,1053,755,945
Zmiz1,439,637,597,362,408,385,1734,1713,1507,1745,2044,2119,1437,2020
Cd226,2,0,4,0,0,0,7,7,5,2,8,5,2,8
3110040N11Rik,33,54,45,39,43,46,142,178,115,145,142,152,110,126
Ino80e,101,138,144,112,112,104,199,194,199,260,239,235,148,217
Vmn2r38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf25,1,0,1,0,0,0,17,11,10,2,26,34,7,26
Fgfr1op2,98,116,138,120,121,116,2067,2316,2092,2370,2296,2777,2070,2427
Stag1,128,109,163,105,106,123,1359,1471,1268,1206,1305,1590,1202,1346
D430042O09Rik,57,102,82,65,64,60,610,512,472,529,560,638,470,560
Vmn2r121,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Serpinb10,0,0,0,0,0,0,0,0,0,1,1,0,2,2
Crybg2,2,3,4,3,2,0,7,5,7,6,7,6,9,10
Mr1,16,12,25,15,27,19,99,82,71,105,83,89,72,86
H2-T3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ap1g1,526,704,744,561,674,591,3464,3257,2831,3012,3045,3463,2905,2983
Aox1,11,33,23,10,16,16,61,61,54,59,77,76,60,81
Camk4,1388,1817,1864,1295,1564,1398,14870,15679,13461,14263,14643,17198,14799,14802
Mrpl36,121,158,152,169,179,161,410,452,454,478,432,514,342,452
Tcte3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tra2a,282,360,413,338,399,366,969,957,751,800,1030,1195,698,986
Bst2,11,16,16,20,28,20,39,44,32,45,38,46,37,36
Klhl30,0,1,0,0,0,1,3,4,3,7,3,6,1,1
Sorcs1,371,527,551,321,391,408,1542,1505,1454,1576,1509,1741,1367,1493
Tlcd1,51,84,62,63,74,62,251,244,275,326,274,340,175,277
Chrna6,4,6,7,4,6,3,17,13,10,15,16,18,10,16
Prdm5,13,10,12,11,9,3,94,115,125,123,88,102,77,79
Nebl,144,239,218,172,187,198,2613,2835,2648,2621,2638,3098,2526,2498
Asb17,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Lrrc42,175,226,238,142,175,156,179,168,169,164,159,197,197,173
Erp44,275,379,438,323,384,345,867,962,796,858,939,1005,925,835
Afap1,117,143,120,87,83,84,616,640,518,595,629,711,505,550
Ep400,436,594,640,357,393,350,2374,2368,2259,2365,2322,2668,2015,2359
Tbx20,0,2,2,0,0,0,1,3,1,0,0,0,0,1
Arid4b,263,406,433,299,342,312,1344,1512,1128,1073,1328,1586,1268,1356
Pdcd1,0,0,0,0,0,1,2,3,3,6,3,2,5,0
Pcp4,1814,2395,2515,2115,2423,2346,6142,6354,5795,7570,5629,6448,4829,5558
Pcolce,90,125,123,48,78,73,113,107,98,97,100,112,69,96
Sphkap,837,1066,1135,682,863,762,6168,6033,5310,6147,5809,6299,4573,5528
Champ1,239,350,331,202,213,211,807,826,703,755,841,911,697,787
Prl2c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desi1,166,228,246,206,194,186,1100,1077,1164,1343,1631,1853,1333,1576
Ak5,735,1068,1076,644,777,685,1837,1821,1579,2049,2180,2429,2097,2200
Gdf3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Opn1mw,0,1,0,1,0,0,3,10,1,4,1,5,5,4
Med17,135,230,206,172,189,177,512,541,472,522,556,607,403,548
Chil5,1,0,1,0,0,0,13,14,6,5,10,19,5,11
Bcl7c,11,21,17,12,19,9,263,204,192,210,237,269,191,200
Hpgd,41,57,50,46,41,41,108,150,119,134,156,177,121,133
Ptcd2,118,146,147,144,136,119,575,657,581,609,558,732,555,628
Poteg,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Amhr2,4,3,3,1,0,1,7,9,10,12,10,5,5,8
Raet1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rad51b,2,3,4,0,2,1,4,10,6,7,3,5,5,6
Olfr297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr229,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Olfr968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbd5,109,119,167,100,104,96,1678,1699,1479,1598,1779,1971,1331,1722
Abhd8,331,464,487,386,422,422,3287,3325,3515,4201,3771,4328,3277,3892
Ngb,15,25,18,14,7,10,140,157,159,161,108,117,97,98
Trpv6,3,4,7,4,2,0,166,158,139,157,189,198,132,173
Maea,335,466,483,366,490,405,1399,1392,1301,1590,1360,1514,1245,1401
Klhdc2,647,847,866,804,887,829,2962,3036,2693,2810,2810,3373,2813,2894
Nkpd1,7,7,7,2,1,4,17,26,18,18,19,16,9,13
Mapk1ip1,83,130,130,86,93,74,324,321,267,258,343,424,205,339
Wdr5b,24,21,20,13,18,11,110,112,115,86,79,88,92,91
Capns2,2,0,0,1,0,0,6,3,7,0,7,10,1,3
Lyg1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nedd8,893,1183,1255,762,845,750,1932,1620,1494,1623,1221,1341,1073,1297
Celf2,1242,1659,1693,1441,1605,1453,7683,8434,7005,6450,8654,10128,7758,8744
Gpbp1,147,189,203,158,143,159,2847,3075,2660,2548,2720,3121,2522,2597
Usp51,3,3,1,7,3,1,33,44,34,33,37,42,33,43
Sh3bp2,9,13,23,11,9,8,62,43,49,57,56,69,48,57
Ppp1r16b,97,160,152,110,127,144,3584,3493,3692,4716,4512,5124,3948,4607
Irak1,29,39,41,34,46,30,643,615,639,763,793,903,621,758
Rpl37rt,2,1,2,2,5,1,64,89,64,57,65,99,48,68
Dnajc5,907,1205,1216,983,1140,994,8826,8511,8204,9422,8922,9931,7917,8971
Slc2a7,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Dnaja1,89,110,125,130,140,137,2832,3108,2480,2292,2646,3024,2816,2577
Adam5,2,4,7,3,1,2,7,4,9,3,7,2,5,7
Nap1l1,120,157,158,102,136,140,2739,3100,2664,2794,3104,3729,3396,3131
Nell2,2787,3555,3723,2480,2971,2734,11329,10718,10904,12899,11031,12167,10480,10916
Acox3,124,167,175,132,136,123,488,435,438,533,556,602,420,503
Lclat1,163,177,230,154,171,182,1051,1014,924,1054,1175,1174,985,1035
Rnf216,248,306,281,227,220,241,952,930,879,1044,1041,1178,882,1013
Actrt3,4,2,2,0,2,2,11,13,22,15,15,19,22,14
Atp6v0c,17,21,27,22,41,33,25,25,23,26,22,21,17,26
Smyd3,174,203,220,186,196,197,645,583,577,616,581,718,583,648
Trem2,51,61,72,52,62,63,124,109,119,137,129,125,104,96
